valence,energy,release_date,popularity
0.309,0.024,0.669355,0.42
0.1,0.278,0.532258,0.25
0.52,0.901,0.951613,0.27
0.832,0.858,0.806452,0.16
0.076,0.521,0.951613,0.29
0.343,0.781,0.951613,0.76
0.882,0.918,0.846774,0.67
0.317,0.185,0.943548,0.44
0.556,0.747,0.879032,0.32
0.414,0.608,0.951613,0.17
0.206,0.377,0.959677,0.49
0.46,0.611,0.822581,0.46
0.056,0.705,0.91129,0.4
0.51,0.858,0.951613,0.49
0.036,0.182,0.870968,0.16
0.222,0.604,0.919355,0.28
0.095,0.997,0.943548,0.06
0.327,0.988,0.943548,0.4
0.821,0.728,0.943548,0.24
0.612,0.946,0.951613,0.37
0.412,0.961,0.951613,0.04
0.22,0.645,0.951613,0.23
0.324,0.756,0.83871,0.31
0.603,0.523,0.653226,0.45
0.18,0.967,0.959677,0.35
0.067,0.89,0.903226,0.45
0.723,0.548,0.959677,0.58
0.481,0.955,0.862903,0.2
0.372,0.668,0.895161,0.56
0.542,0.543,0.943548,0.38
0.214,0.881,0.943548,0.33
0.869,0.827,0.951613,0.28
0.064,0.613,0.951613,0.2
0.329,0.52,0.927419,0.36
0.696,0.55,0.959677,0.54
0.428,0.174,0.854839,0.48
0.137,0.427,0.951613,0.37
0.32,0.521,0.887097,0.27
0.285,0.643,0.951613,0.13
0.522,0.982,0.943548,0.28
0.57,0.899,0.782258,0.28
0.76,0.946,0.887097,0.15
0.379,0.856,0.967742,0.44
0.074,0.7,0.766129,0.22
0.34,0.743,0.870968,0.19
0.335,0.968,0.91129,0.27
0.706,0.787,0.951613,0.28
0.554,0.697,0.846774,0.61
0.23,0.683,0.967742,0.39
0.223,0.327,0.967742,0.34
0.775,0.609,0.903226,0.4
0.156,0.976,0.919355,0.23
0.956,0.712,0.91129,0.45
0.571,0.385,0.75,0.57
0.036,0.989,0.725806,0.26
0.954,0.429,0.822581,0.47
0.3,0.631,0.693548,0.56
0.121,0.903,0.870968,0.24
0.638,0.555,0.854839,0.52
0.668,0.533,0.830645,0.28
0.543,0.764,0.927419,0.13
0.492,0.747,0.814516,0.16
0.028,0.348,0.870968,0.22
0.383,0.253,0.556452,0.28
0.29,0.518,0.895161,0.29
0.284,0.993,0.870968,0.34
0.814,0.807,0.951613,0.56
0.848,0.818,0.927419,0.55
0.574,0.963,0.870968,0.45
0.181,0.841,0.91129,0.36
0.388,0.292,0.927419,0.54
0.774,0.956,0.887097,0.21
0.145,0.538,0.903226,0.15
0.119,0.186,0.637097,0.33
0.044,0.375,0.806452,0.38
0.218,0.528,0.822581,0.49
0.056,0.381,0.927419,0.31
0.163,0.793,0.927419,0.25
0.712,0.357,0.58871,0.42
0.036,0.312,0.887097,0.22
0.89,0.183,0.943548,0.39
0.105,0.449,0.870968,0.27
0.202,0.473,0.604839,0.18
0.252,0.242,0.879032,0.38
0.925,0.935,0.959677,0.37
0.489,0.715,0.879032,0.37
0.308,0.614,0.943548,0.4
0.791,0.805,0.846774,0.3
0.156,0.612,0.935484,0.12
0.906,0.67,0.951613,0.4
0.389,0.149,0.854839,0.46
0.828,0.628,0.83871,0.41
0.813,0.596,0.491935,0.5
0.036,0.176,0.951613,0.37
0.184,0.566,0.798387,0.31
0.503,0.677,0.943548,0.54
0.647,0.872,0.959677,0.39
0.718,0.446,0.685484,0.43
0.237,0.167,0.862903,0.32
0.103,0.752,0.895161,0.69
0.091,0.96,0.959677,0.26
0.319,0.583,0.741935,0.27
0.231,0.978,0.943548,0.16
0.358,0.708,0.927419,0.24
0.518,0.711,0.814516,0.32
0.368,0.655,0.951613,0.27
0.796,0.961,0.967742,0.37
0.565,0.711,0.790323,0.22
0.559,0.872,0.959677,0.63
0.563,0.559,0.951613,0.42
0.435,0.745,0.862903,0.57
0.414,0.265,0.903226,0.31
0.08,0.307,0.572581,0.24
0.822,0.775,0.895161,0.52
0.254,0.434,0.959677,0.62
0.802,0.966,0.895161,0.18
0.511,0.844,0.895161,0.49
0.843,0.914,0.83871,0.36
0.803,0.706,0.959677,0.42
0.382,0.704,0.943548,0.14
0.45,0.638,0.951613,0.43
0.601,0.609,0.879032,0.39
0.14,0.994,0.935484,0.2
0.73,0.905,0.774194,0.65
0.653,0.848,0.862903,0.13
0.822,0.638,0.951613,0.42
0.31,0.714,0.782258,0.4
0.303,0.799,0.862903,0.61
0.585,0.306,0.919355,0.37
0.112,0.052,0.806452,0.19
0.792,0.847,0.919355,0.35
0.374,0.123,0.564516,0.37
0.202,0.984,0.927419,0.36
0.926,0.895,0.895161,0.3
0.415,0.54,0.959677,0.28
0.738,0.649,0.822581,0.61
0.353,0.177,0.903226,0.18
0.381,0.673,0.959677,0.36
0.033,0.191,0.935484,0.3
0.127,0.485,0.612903,0.53
0.818,0.706,0.895161,0.43
0.448,0.822,0.959677,0.45
0.13,0.919,0.959677,0.49
0.785,0.834,0.685484,0.14
0.257,0.622,0.943548,0.48
0.31,0.957,0.637097,0.17
0.29,0.867,0.903226,0.58
0.303,0.98,0.935484,0.32
0.386,0.924,0.83871,0.19
0.903,0.841,0.919355,0.21
0.534,0.98,0.806452,0.41
0.418,0.626,0.919355,0.44
0.171,0.988,0.903226,0.26
0.068,0.997,0.91129,0.38
0.267,0.454,0.790323,0.52
0.518,0.671,0.895161,0.54
0.866,0.353,0.508065,0.34
0.68,0.703,0.83871,0.14
0.21,0.268,0.935484,0.33
0.69,0.682,0.846774,0.46
0.306,0.465,0.629032,0.32
0.45,0.711,0.935484,0.39
0.758,0.968,0.951613,0.49
0.171,0.563,0.959677,0.55
0.402,0.195,0.91129,0.47
0.963,0.616,0.943548,0.34
0.798,0.875,0.83871,0.03
0.552,0.925,0.927419,0.34
0.476,0.739,0.822581,0.52
0.753,0.941,0.967742,0.05
0.963,0.78,0.677419,0.56
0.47,0.281,0.491935,0.58
0.495,0.974,0.862903,0.63
0.621,0.483,0.919355,0.52
0.77,0.56,0.830645,0.7
0.663,0.752,0.959677,0.5
0.27,0.437,0.943548,0.3
0.423,0.845,0.927419,0.39
0.12,0.12,0.879032,0.18
0.153,0.622,0.830645,0.28
0.444,0.619,0.951613,0.08
0.793,0.892,0.967742,0.07
0.5,0.573,0.733871,0.41
0.337,0.851,0.943548,0.36
0.578,0.68,0.959677,0.33
0.639,0.624,0.572581,0.66
0.925,0.639,0.806452,0.22
0.254,0.93,0.943548,0.59
0.922,0.646,0.620968,0.19
0.038,0.76,0.903226,0.43
0.791,0.928,0.967742,0.28
0.665,0.64,0.709677,0.33
0.764,0.556,0.790323,0.31
0.565,0.542,0.959677,0.71
0.301,0.73,0.806452,0.32
0.148,0.282,0.782258,0.32
0.384,0.98,0.967742,0.4
0.473,0.872,0.935484,0.14
0.943,0.981,0.806452,0.35
0.097,0.197,0.766129,0.12
0.753,0.989,0.903226,0.28
0.235,0.656,0.959677,0.5
0.923,0.583,0.709677,0.14
0.199,0.788,0.91129,0.16
0.668,0.767,0.83871,0.54
0.162,0.17,0.91129,0.35
0.289,0.455,0.83871,0.06
0.694,0.776,0.66129,0.29
0.348,0.251,0.806452,0.14
0.358,0.668,0.741935,0.55
0.266,0.117,0.943548,0.23
0.529,0.892,0.846774,0.2
0.501,0.349,0.774194,0.3
0.244,0.293,0.774194,0.15
0.774,0.743,0.564516,0.51
0.869,0.719,0.943548,0.3
0.299,0.503,0.927419,0.27
0.105,0.948,0.91129,0.3
0.365,0.89,0.959677,0.4
0.24,0.141,0.959677,0.61
0.668,0.491,0.951613,0.13
0.699,0.665,0.959677,0.25
0.356,0.933,0.879032,0.23
0.208,0.631,0.830645,0.17
0.268,0.489,0.645161,0.55
0.243,0.403,0.91129,0.03
0.6,0.911,0.887097,0.33
0.737,0.875,0.620968,0.31
0.57,0.703,0.927419,0.66
0.507,0.295,0.887097,0.45
0.25,0.655,0.951613,0.54
0.276,0.314,0.854839,0.18
0.791,0.639,0.919355,0.33
0.483,0.074,0.927419,0.34
0.119,0.289,0.943548,0.41
0.502,0.464,0.959677,0.38
0.85,0.357,0.669355,0.16
0.313,0.278,0.766129,0.39
0.246,0.976,0.814516,0.43
0.177,0.416,0.951613,0.64
0.239,0.973,0.887097,0.12
0.197,0.676,0.943548,0.63
0.649,0.802,0.862903,0.34
0.866,0.877,0.959677,0.39
0.072,0.652,0.967742,0.26
0.799,0.341,0.91129,0.42
0.965,0.845,0.790323,0.68
0.089,0.505,0.895161,0.14
0.646,0.951,0.903226,0.42
0.242,0.788,0.895161,0.45
0.036,0.379,0.919355,0.21
0.313,0.838,0.935484,0.49
0.073,0.683,0.959677,0.6
0.774,0.742,0.951613,0.09
0.276,0.504,0.733871,0.45
0.04,0.542,0.927419,0.29
0.915,0.441,0.846774,0.43
0.109,0.528,0.879032,0.46
0.457,0.96,0.935484,0.52
0.191,0.631,0.935484,0.43
0.719,0.609,0.75,0.58
0.262,0.946,0.951613,0.49
0.153,0.126,0.556452,0.22
0.783,0.768,0.483871,0.51
0.502,0.953,0.620968,0.36
0.341,0.887,0.766129,0.38
0.265,0.446,0.927419,0.55
0.453,0.508,0.854839,0.13
0.245,0.81,0.887097,0.66
0.381,0.749,0.967742,0.21
0.194,0.918,0.887097,0.39
0.446,0.785,0.725806,0.35
0.463,0.743,0.806452,0.39
0.623,0.082,0.951613,0.14
0.039,0.599,0.951613,0.52
0.173,0.45,0.895161,0.21
0.862,0.822,0.91129,0.31
0.934,0.893,0.959677,0.61
0.293,0.273,0.58871,0.49
0.91,0.875,0.782258,0.45
0.223,0.5,0.822581,0.14
0.398,0.41,0.943548,0.26
0.43,0.79,0.91129,0.26
0.812,0.248,0.693548,0.52
0.224,0.488,0.927419,0.3
0.386,0.599,0.935484,0.68
0.138,0.145,0.548387,0.52
0.562,0.867,0.919355,0.28
0.039,0.204,0.782258,0.2
0.074,0.429,0.959677,0.63
0.509,0.739,0.943548,0.43
0.297,0.09,0.596774,0.33
0.16,0.139,0.967742,0.27
0.778,0.816,0.862903,0.2
0.255,0.95,0.685484,0.23
0.133,0.908,0.943548,0.25
0.23,0.893,0.701613,0.27
0.202,0.813,0.927419,0.09
0.546,0.694,0.951613,0.38
0.139,0.408,0.935484,0.29
0.803,0.714,0.806452,0.18
0.328,0.414,0.887097,0.32
0.495,0.526,0.91129,0.48
0.521,0.801,0.806452,0.24
0.843,0.995,0.774194,0.48
0.645,0.557,0.951613,0.36
0.525,0.995,0.814516,0.5
0.269,0.651,0.919355,0.12
0.331,0.6,0.967742,0.74
0.556,0.887,0.540323,0.15
0.511,0.49,0.943548,0.33
0.549,0.848,0.959677,0.25
0.342,0.42,0.854839,0.23
0.742,0.271,0.701613,0.7
0.165,0.967,0.935484,0.45
0.399,0.688,0.830645,0.37
0.844,0.849,0.846774,0.65
0.038,0.336,0.782258,0.31
0.809,0.767,0.919355,0.16
0.503,0.722,0.766129,0.37
0.704,0.778,0.862903,0.44
0.907,0.583,0.548387,0.77
0.849,0.77,0.951613,0.54
0.84,0.833,0.919355,0.46
0.611,0.833,0.935484,0.36
0.803,0.886,0.951613,0.34
0.317,0.598,0.91129,0.35
0.331,0.617,0.927419,0.33
0.532,0.877,0.790323,0.13
0.639,0.647,0.870968,0.45
0.505,0.944,0.935484,0.42
0.185,0.083,0.903226,0.23
0.186,0.344,0.959677,0.47
0.49,0.625,0.959677,0.22
0.675,0.977,0.943548,0.36
0.425,0.951,0.846774,0.46
0.696,0.771,0.91129,0.22
0.549,0.668,0.959677,0.2
0.251,0.305,0.959677,0.43
0.169,0.315,0.927419,0.39
0.897,0.949,0.927419,0.3
0.149,0.523,0.83871,0.24
0.944,0.912,0.967742,0.15
0.281,0.832,0.895161,0.32
0.214,0.844,0.959677,0.33
0.498,0.913,0.693548,0.27
0.378,0.564,0.935484,0.44
0.263,0.608,0.967742,0.75
0.414,0.62,0.959677,0.37
0.463,0.61,0.887097,0.06
0.826,0.554,0.758065,0.3
0.812,0.706,0.782258,0.38
0.386,0.522,0.951613,0.4
0.132,0.946,0.887097,0.12
0.416,0.866,0.774194,0.18
0.281,0.892,0.943548,0.11
0.787,0.625,0.927419,0.41
0.334,0.848,0.91129,0.37
0.118,0.844,0.862903,0.18
0.613,0.541,0.83871,0.21
0.451,0.588,0.959677,0.5
0.446,0.411,0.959677,0.43
0.46,0.675,0.830645,0.36
0.254,0.906,0.741935,0.2
0.654,0.835,0.927419,0.77
0.181,0.613,0.959677,0.34
0.483,0.915,0.943548,0.1
0.44,0.991,0.927419,0.19
0.323,0.856,0.91129,0.49
0.315,0.674,0.959677,0.78
0.445,0.835,0.854839,0.33
0.888,0.663,0.959677,0.45
0.778,0.698,0.637097,0.72
0.89,0.93,0.758065,0.32
0.166,0.738,0.959677,0.48
0.19,0.566,0.935484,0.42
0.616,0.681,0.870968,0.29
0.467,0.611,0.935484,0.47
0.307,0.05,0.935484,0.16
0.368,0.954,0.887097,0.12
0.522,0.581,0.967742,0.31
0.964,0.91,0.959677,0.35
0.825,0.712,0.935484,0.45
0.11,0.781,0.943548,0.34
0.739,0.388,0.959677,0.37
0.41,0.93,0.927419,0.23
0.863,0.577,0.959677,0.41
0.39,0.342,0.887097,0.51
0.703,0.917,0.959677,0.33
0.852,0.711,0.580645,0.3
0.746,0.904,0.677419,0.21
0.304,0.446,0.766129,0.3
0.821,0.609,0.677419,0.45
0.917,0.838,0.637097,0.53
0.053,0.926,0.959677,0.14
0.338,0.115,0.903226,0.33
0.504,0.535,0.903226,0.66
0.806,0.922,0.943548,0.29
0.253,0.134,0.822581,0.38
0.769,0.964,0.903226,0.3
0.476,0.516,0.637097,0.58
0.133,0.978,0.91129,0.3
0.174,0.749,0.959677,0.37
0.235,0.968,0.951613,0.33
0.181,0.967,0.903226,0.13
0.67,0.794,0.903226,0.42
0.434,0.683,0.798387,0.45
0.189,0.411,0.83871,0.3
0.095,0.995,0.959677,0.33
0.451,0.809,0.830645,0.1
0.563,0.849,0.951613,0.09
0.155,0.362,0.887097,0.32
0.217,0.647,0.935484,0.34
0.143,0.995,0.822581,0.29
0.04,0.675,0.741935,0.23
0.619,0.771,0.895161,0.4
0.497,0.832,0.967742,0.23
0.499,0.552,0.967742,0.45
0.502,0.87,0.887097,0.54
0.733,0.912,0.967742,0.47
0.273,0.527,0.927419,0.36
0.699,0.863,0.967742,0.28
0.563,0.586,0.596774,0.57
0.784,0.917,0.951613,0.44
0.286,0.976,0.927419,0.35
0.051,0.095,0.870968,0.24
0.665,0.946,0.951613,0.69
0.266,0.845,0.943548,0.29
0.684,0.859,0.927419,0.39
0.428,0.759,0.927419,0.18
0.177,0.958,0.967742,0
0.071,0.368,0.967742,0.29
0.51,0.915,0.66129,0.46
0.481,0.927,0.822581,0.51
0.494,0.886,0.935484,0.44
0.236,0.05,0.717742,0.06
0.736,0.818,0.862903,0.41
0.429,0.959,0.935484,0.28
0.961,0.768,0.927419,0.15
0.256,0.392,0.903226,0.49
0.38,0.649,0.959677,0.5
0.24,0.846,0.91129,0.52
0.53,0.467,0.846774,0.28
0.428,0.873,0.862903,0.3
0.441,0.542,0.919355,0.45
0.619,0.902,0.919355,0.38
0.146,0.644,0.951613,0.39
0.144,0.536,0.870968,0.21
0.72,0.891,0.806452,0.23
0.496,0.689,0.959677,0.39
0.646,0.538,0.870968,0.19
0.249,0.689,0.862903,0.28
0.464,0.467,0.782258,0.39
0.181,0.58,0.75,0.69
0.733,0.718,0.620968,0.55
0.328,0.249,0.951613,0.27
0.033,0.989,0.870968,0.07
0.749,0.811,0.951613,0.33
0.929,0.693,0.862903,0.49
0.358,0.762,0.927419,0.47
0.508,0.64,0.895161,0.2
0.184,0.631,0.879032,0.47
0.491,0.813,0.774194,0.43
0.912,0.468,0.701613,0.37
0.215,0.43,0.75,0.19
0.493,0.485,0.927419,0.79
0.301,0.804,0.903226,0.25
0.525,0.889,0.741935,0.19
0.305,0.925,0.83871,0.3
0.14,0.16,0.951613,0.52
0.882,0.588,0.645161,0.55
0.538,0.868,0.741935,0.33
0.75,0.973,0.806452,0.65
0.216,0.599,0.943548,0.51
0.4,0.909,0.959677,0.32
0.174,0.752,0.959677,0.5
0.214,0.421,0.91129,0.66
0.577,0.787,0.919355,0.14
0.389,0.877,0.887097,0.56
0.707,0.921,0.895161,0.55
0.599,0.359,0.58871,0.51
0.498,0.469,0.951613,0.6
0.84,0.828,0.822581,0.27
0.444,0.707,0.943548,0.34
0.217,0.244,0.629032,0.26
0.959,0.636,0.685484,0.36
0.038,0.284,0.806452,0.11
0.913,0.981,0.959677,0.33
0.558,0.93,0.862903,0.18
0.735,0.49,0.943548,0.3
0.346,0.165,0.927419,0.3
0.588,0.852,0.548387,0.25
0.228,0.168,0.951613,0.26
0.396,0.621,0.959677,0.6
0.478,0.775,0.870968,0.37
0.199,0.671,0.790323,0.08
0.132,0.14,0.854839,0.33
0.886,0.607,0.564516,0.67
0.46,0.42,0.701613,0.49
0.744,0.394,0.58871,0.37
0.65,0.756,0.895161,0.38
0.291,0.425,0.693548,0.33
0.204,0.542,0.959677,0.35
0.522,0.249,0.814516,0.05
0.085,0.526,0.927419,0.3
0.35,0.93,0.774194,0.32
0.133,0.366,0.903226,0.16
0.334,0.879,0.83871,0.46
0.637,0.351,0.919355,0.32
0.272,0.446,0.879032,0.56
0.49,0.403,0.959677,0.52
0.067,0.976,0.959677,0.1
0.18,0.317,0.919355,0.46
0.262,0.103,0.967742,0.32
0.486,0.866,0.766129,0.31
0.465,0.59,0.951613,0.58
0.177,0.416,0.951613,0.64
0.187,0.295,0.564516,0.57
0.505,0.297,0.927419,0.3
0.278,0.655,0.91129,0.31
0.559,0.931,0.830645,0.36
0.235,0.481,0.903226,0.37
0.35,0.701,0.959677,0.1
0.587,0.898,0.895161,0.45
0.311,0.606,0.927419,0.4
0.461,0.896,0.927419,0.39
0.909,0.699,0.959677,0.14
0.146,0.954,0.895161,0.35
0.414,0.669,0.685484,0.47
0.172,0.563,0.862903,0.53
0.099,0.976,0.887097,0.07
0.782,0.963,0.943548,0.51
0.902,0.86,0.822581,0.45
0.042,0.653,0.887097,0.3
0.807,0.429,0.572581,0.29
0.458,0.633,0.967742,0.65
0.775,0.727,0.830645,0.41
0.442,0.975,0.903226,0.3
0.367,0.724,0.903226,0.36
0.146,0.18,0.741935,0.44
0.623,0.884,0.91129,0.33
0.885,0.701,0.669355,0.29
0.648,0.963,0.943548,0.5
0.924,0.857,0.895161,0.55
0.487,0.664,0.879032,0.67
0.636,0.822,0.903226,0.37
0.922,0.9,0.879032,0.12
0.84,0.494,0.830645,0.47
0.455,0.407,0.943548,0.44
0.633,0.744,0.887097,0.25
0.468,0.933,0.645161,0.17
0.259,0.354,0.935484,0.31
0.38,0.838,0.967742,0.37
0.267,0.349,0.677419,0.59
0.317,0.316,0.733871,0.07
0.305,0.972,0.870968,0.35
0.388,0.829,0.959677,0.4
0.64,0.882,0.903226,0.37
0.739,0.761,0.935484,0.45
0.137,0.946,0.830645,0.38
0.732,0.359,0.580645,0.36
0.876,0.712,0.862903,0.23
0.735,0.504,0.66129,0.43
0.476,0.54,0.927419,0.48
0.101,0.459,0.935484,0.44
0.489,0.883,0.927419,0.37
0.925,0.696,0.653226,0.32
0.596,0.834,0.935484,0.39
0.515,0.674,0.927419,0.32
0.55,0.795,0.814516,0.38
0.254,0.417,0.895161,0.32
0.77,0.383,0.846774,0.19
0.782,0.488,0.645161,0.45
0.787,0.611,0.943548,0.27
0.889,0.728,0.959677,0.22
0.038,0.422,0.951613,0.41
0.682,0.803,0.879032,0.56
0.04,0.926,0.927419,0.4
0.369,0.33,0.919355,0.49
0.586,0.552,0.927419,0.35
0.245,0.689,0.927419,0.19
0.308,0.361,0.903226,0.36
0.036,0.36,0.612903,0.57
0.375,0.662,0.830645,0.19
0.153,0.752,0.967742,0.34
0.556,0.817,0.927419,0.38
0.622,0.938,0.887097,0.29
0.63,0.875,0.66129,0.23
0.62,0.983,0.814516,0.45
0.718,0.253,0.5,0.56
0.38,0.571,0.943548,0.51
0.32,0.96,0.814516,0.36
0.805,0.689,0.822581,0.19
0.574,0.822,0.951613,0.47
0.677,0.876,0.927419,0.3
0.861,0.816,0.959677,0.23
0.161,0.428,0.895161,0.24
0.523,0.765,0.935484,0.43
0.489,0.738,0.91129,0.4
0.554,0.878,0.967742,0.49
0.573,0.876,0.91129,0.08
0.606,0.926,0.862903,0.48
0.298,0.794,0.919355,0.22
0.741,0.639,0.830645,0.64
0.712,0.771,0.596774,0.27
0.341,0.839,0.951613,0.14
0.044,0.212,0.854839,0.48
0.038,0.696,0.959677,0.51
0.294,0.851,0.806452,0.51
0.22,0.983,0.846774,0.43
0.507,0.979,0.927419,0.31
0.227,0.481,0.895161,0.21
0.315,0.44,0.943548,0.64
0.792,0.847,0.959677,0.33
0.222,0.782,0.927419,0.3
0.477,0.75,0.927419,0.19
0.339,0.022,0.774194,0.26
0.597,0.911,0.604839,0.21
0.172,0.368,0.91129,0.34
0.081,0.009,0.927419,0.52
0.459,0.776,0.927419,0.37
0.324,0.856,0.927419,0.54
0.631,0.574,0.91129,0.35
0.434,0.873,0.903226,0.52
0.512,0.738,0.870968,0.43
0.457,0.59,0.854839,0.32
0.079,0.171,0.903226,0.34
0.227,0.464,0.927419,0.42
0.262,0.989,0.620968,0.12
0.539,0.856,0.91129,0.37
0.586,0.912,0.967742,0.31
0.513,0.971,0.951613,0.47
0.323,0.9,0.854839,0.32
0.59,0.769,0.935484,0.75
0.942,0.757,0.822581,0.22
0.632,0.916,0.629032,0.56
0.068,0.196,0.870968,0.02
0.559,0.171,0.653226,0.37
0.04,0.949,0.895161,0.43
0.567,0.767,0.895161,0.15
0.668,0.934,0.887097,0.46
0.742,0.182,0.903226,0.3
0.338,0.631,0.903226,0.55
0.337,0.231,0.548387,0.28
0.05,0.635,0.935484,0.7
0.678,0.93,0.822581,0.4
0.95,0.529,0.677419,0.38
0.449,0.898,0.919355,0.16
0.805,0.888,0.822581,0.19
0.36,0.463,0.814516,0.55
0.039,0.408,0.91129,0.31
0.514,0.93,0.846774,0.46
0.279,0.948,0.903226,0.34
0.119,0.08,0.758065,0.35
0.748,0.794,0.653226,0.12
0.276,0.842,0.927419,0.13
0.084,0.889,0.919355,0.06
0.293,0.791,0.895161,0.65
0.168,0.543,0.919355,0.46
0.466,0.678,0.919355,0.18
0.534,0.509,0.774194,0.64
0.294,0.621,0.919355,0.12
0.811,0.679,0.927419,0.21
0.53,0.714,0.701613,0.56
0.194,0.402,0.846774,0.13
0.922,0.399,0.467742,0.43
0.672,0.906,0.830645,0.5
0.035,0.074,0.830645,0.42
0.136,0.452,0.75,0.14
0.533,0.775,0.903226,0.32
0.034,0.993,0.870968,0.08
0.654,0.932,0.951613,0.4
0.818,0.504,0.774194,0.31
0.722,0.938,0.75,0.28
0.754,0.527,0.951613,0.28
0.47,0.629,0.879032,0.53
0.089,0.961,0.959677,0.35
0.208,0.912,0.959677,0.23
0.623,0.469,0.959677,0.52
0.439,0.914,0.919355,0.59
0.346,0.942,0.870968,0.37
0.661,0.76,0.951613,0.33
0.205,0.093,0.758065,0.47
0.391,0.676,0.58871,0.27
0.345,0.629,0.903226,0.48
0.499,0.317,0.846774,0.39
0.905,0.872,0.951613,0.4
0.728,0.668,0.717742,0.25
0.101,0.646,0.943548,0.3
0.134,0.502,0.967742,0.46
0.249,0.18,0.887097,0.29
0.528,0.879,0.887097,0.45
0.164,0.775,0.822581,0.49
0.281,0.944,0.830645,0.27
0.303,0.78,0.951613,0.4
0.635,0.668,0.959677,0.66
0.187,0.977,0.951613,0.36
0.787,0.82,0.645161,0.59
0.641,0.519,0.935484,0.42
0.335,0.939,0.919355,0.51
0.386,0.836,0.919355,0.52
0.498,0.917,0.903226,0.18
0.179,0.827,0.919355,0.62
0.841,0.678,0.959677,0.74
0.734,0.611,0.935484,0
0.092,0.21,0.879032,0.29
0.284,0.23,0.943548,0.39
0.392,0.955,0.919355,0.26
0.189,0.686,0.91129,0.53
0.02,0.998,0.83871,0.07
0.444,0.668,0.91129,0.4
0.924,0.793,0.927419,0.2
0.328,0.464,0.596774,0.27
0.294,0.476,0.572581,0.42
0.348,0.802,0.919355,0.17
0.042,0.977,0.653226,0.32
0.437,0.807,0.895161,0.23
0.63,0.895,0.814516,0.31
0.478,0.904,0.854839,0.18
0.677,0.973,0.935484,0.53
0.207,0.558,0.951613,0.64
0.283,0.832,0.879032,0.28
0.796,0.656,0.830645,0.29
0.711,0.923,0.830645,0.12
0.151,0.193,0.846774,0.25
0.6,0.922,0.895161,0.23
0.651,0.687,0.927419,0.39
0.672,0.768,0.895161,0.51
0.445,0.986,0.967742,0.29
0.961,0.515,0.919355,0.33
0.483,0.95,0.935484,0.24
0.481,0.669,0.959677,0.41
0.31,0.518,0.887097,0.2
0.152,0.638,0.951613,0.44
0.541,0.466,0.919355,0.3
0.614,0.422,0.935484,0.49
0.508,0.65,0.758065,0.45
0.23,0.916,0.935484,0.21
0.561,0.756,0.967742,0.29
0.366,0.808,0.887097,0.32
0.258,0.511,0.862903,0.49
0.042,0.602,0.879032,0.13
0.521,0.482,0.967742,0.39
0.45,0.856,0.951613,0.52
0.47,0.959,0.959677,0.36
0.67,0.585,0.596774,0.49
0.308,0.538,0.798387,0.3
0.31,0.859,0.951613,0.32
0.874,0.673,0.782258,0.3
0.041,0.286,0.814516,0.28
0.707,0.831,0.758065,0.52
0.319,0.762,0.935484,0.36
0.348,0.686,0.951613,0.29
0.505,0.92,0.903226,0.57
0.411,0.703,0.903226,0.17
0.085,0.902,0.870968,0.3
0.391,0.923,0.870968,0.35
0.533,0.955,0.903226,0.48
0.257,0.995,0.935484,0.48
0.26,0.806,0.951613,0.35
0.038,0.179,0.862903,0.3
0.746,0.495,0.645161,0.28
0.211,0.78,0.927419,0.08
0.485,0.673,0.951613,0
0.352,0.907,0.862903,0.47
0.933,0.769,0.822581,0.05
0.195,0.184,0.564516,0.35
0.517,0.898,0.935484,0.46
0.066,0.218,0.967742,0.46
0.385,0.784,0.887097,0.3
0.28,0.949,0.935484,0.34
0.336,0.796,0.943548,0.32
0.376,0.979,0.862903,0.33
0.258,0.764,0.943548,0.38
0.337,0.687,0.959677,0.07
0.452,0.844,0.927419,0.64
0.057,0.931,0.83871,0.09
0.571,0.945,0.879032,0.45
0.284,0.781,0.959677,0.4
0.639,0.88,0.959677,0.23
0.537,0.969,0.927419,0.3
0.263,0.147,0.709677,0.51
0.148,0.625,0.782258,0.34
0.302,0.801,0.846774,0.24
0.118,0.961,0.903226,0.48
0.509,0.511,0.604839,0.29
0.333,0.753,0.927419,0.23
0.459,0.853,0.943548,0.3
0.52,0.939,0.967742,0.4
0.678,0.458,0.774194,0.54
0.8,0.334,0.895161,0.49
0.433,0.543,0.814516,0.47
0.173,0.532,0.846774,0.39
0.337,0.417,0.951613,0.51
0.063,0.985,0.927419,0.21
0.336,0.985,0.927419,0.3
0.165,0.251,0.879032,0.36
0.565,0.51,0.846774,0.3
0.426,0.887,0.879032,0.55
0.364,0.81,0.959677,0.18
0.588,0.648,0.66129,0.18
0.246,0.501,0.967742,0.46
0.14,0.933,0.967742,0.29
0.301,0.541,0.959677,0.49
0.155,0.802,0.951613,0.34
0.638,0.867,0.806452,0.17
0.931,0.867,0.629032,0.15
0.268,0.583,0.935484,0.49
0.614,0.383,0.491935,0.32
0.362,0.341,0.685484,0.48
0.674,0.679,0.887097,0.28
0.259,0.352,0.919355,0.08
0.961,0.833,0.943548,0.47
0.039,0.504,0.879032,0.22
0.069,0.818,0.919355,0.25
0.732,0.703,0.91129,0.25
0.572,0.657,0.935484,0.34
0.686,0.954,0.887097,0.51
0.334,0.587,0.935484,0.39
0.579,0.946,0.862903,0.4
0.601,0.853,0.637097,0.37
0.138,0.287,0.532258,0.23
0.436,0.101,0.895161,0.25
